"index","date","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"1965","19840519","5","6","211","11.9","10.6","5.2","0","100710","0"
"1966","19840520","8","0","79","13.7","9.6","7.2","3.4","100160","0"
"1967","19840521","8","0.5","102","13.2","10.1","6.5","19.7","100150","0"
"1968","19840522","8","0","80","18.3","11.2","9.2","4","99470","0"
"1969","19840523","6","9.6","266","23","12.9","7.5","0.5","100620","0"
"1970","19840524","4","12.7","307","12.5","16.6","10.2","0","100780","0"
"1971","19840525","8","0","81","10.9","10.6","8.8","13.1","100580","0"
"1972","19840526","8","0","81","10.4","9.8","8.8","21.5","100540","0"
"1973","19840527","8","0","81","10.9","7.7","5","1.1","100730","0"
"1974","19840528","8","0","81","17.2","8.4","6","0.2","101260","0"
"1975","19840529","5","8.9","259","20.3","12.6","7.9","0","101400","0"
"1976","19840530","4","11.8","299","19.4","14.1","7.9","0","101370","0"
"1977","19840531","1","13.1","316","15","14.4","9.3","6.2","101020","0"
"1978","19840601","6","3.1","168","16.7","12.2","9.4","1.7","100550","0"
"1979","19840602","6","8.9","261","16.5","12.8","8.8","8","100730","0"
"1980","19840603","7","6.6","228","18","13.7","10.9","0","100240","0"
"1981","19840604","7","4.2","189","16.1","12.3","6.6","5.1","100600","0"
"1982","19840605","7","1.5","134","18.1","12.5","8.9","0","100670","0"
"1983","19840606","6","6","220","21.8","14","9.8","8.2","101120","0"
"1984","19840607","7","4.6","197","21.9","16.9","12","0","101050","0"
"1985","19840608","3","11","292","23.3","16","10","0","101550","0"
"1986","19840609","2","12","305","24.6","15.6","8","0","102000","0"
"1987","19840610","3","11.4","298","18.7","18","11.5","0","102220","0"
"1988","19840611","6","2.6","160","18.8","15.3","11.9","0","102760","0"
"1989","19840612","7","2.1","149","21.5","15.6","12.3","0","102600","0"
"1990","19840613","6","6.7","232","23.7","18","14.5","0","102270","0"
"1991","19840614","7","7.9","250","23.7","19.3","14.9","0","102230","0"
"1992","19840615","3","14.4","336","23.2","17.1","10.5","0","102560","0"
"1993","19840616","4","5.8","218","25.3","17.4","11.7","0","102380","0"
"1994","19840617","5","7","237","26","19.4","13.6","12.4","102260","0"
"1995","19840618","1","13.8","329","26.2","20","13.9","0","102620","0"
"1996","19840619","3","7.7","247","27","21.2","16.1","0","102690","0"
"1997","19840620","3","10.2","283","21.8","22.2","17.5","0","101820","0"
"1998","19840621","4","10.4","285","20.9","18.5","15.2","0","101450","0"
"1999","19840622","6","2.5","158","19.7","16","11.2","0.1","101290","0"
"2000","19840623","5","8.8","263","20.5","13.8","7.8","0.6","101700","0"
"2001","19840624","5","11.1","294","22.9","14.8","9","0","102140","0"
"2002","19840625","6","9.2","268","25.8","17.8","12.7","0","102140","0"
"2003","19840626","3","14.8","340","24.4","19.3","12.8","0","102450","0"
"2004","19840627","3","11.7","302","17.4","18.4","12.3","0","102070","0"
"2005","19840628","6","2.2","151","18.8","13.8","10.3","0","101900","0"
"2006","19840629","5","8.4","256","19.4","13","7.3","0","101720","0"
"2007","19840630","3","10.4","284","21.9","14","8.5","0","101940","0"
"2008","19840701","4","5.3","208","18.1","16.2","10.4","0","101910","0"
"2009","19840702","5","6.6","229","22","14.5","10.9","0.1","101940","0"
"2010","19840703","4","12.3","308","22.5","15.2","8.5","0","102680","0"
"2011","19840704","3","11.7","300","26.1","16.1","9.7","0","102750","0"
"2012","19840705","1","13.4","321","27.7","19","12","0","102580","0"
"2013","19840706","1","13.5","321","28.2","20","12.4","0","102260","0"
"2014","19840707","1","13.8","325","31.7","20.9","13.6","0","101880","0"
"2015","19840708","2","11.9","300","22.2","23.6","15.5","0","101220","0"
"2016","19840709","6","1.7","137","24.4","18.4","14.5","0.6","101130","0"
"2017","19840710","6","12.2","303","23.3","19.4","14.3","0","101190","0"
"2018","19840711","4","5.3","205","20.1","18.2","13.2","0","101040","0"
"2019","19840712","6","1.6","134","21.9","16.8","13.6","5.8","101270","0"
"2020","19840713","6","5.5","208","19.9","17.2","12.5","1.3","101500","0"
"2021","19840714","7","0.5","103","18.9","17","14.1","0.9","101130","0"
"2022","19840715","5","7.3","234","21.2","15","11.2","5.1","101430","0"
"2023","19840716","3","9.7","267","23.4","15.8","10.5","0","102110","0"
"2024","19840717","4","8.3","247","24.5","16.8","10.2","0","102320","0"
"2025","19840718","6","4.1","182","21.2","20.2","16","0.1","102260","0"
"2026","19840719","5","4.9","195","20.2","17.7","14.2","0","102450","0"
"2027","19840720","7","2.6","153","27.3","16.2","12.3","0","102400","0"
"2028","19840721","4","9.2","257","25.8","19.2","11.2","0","102130","0"
"2029","19840722","5","5.1","196","26.8","20","14.2","1.6","102090","0"
"2030","19840723","3","9.6","261","23.5","20.4","14","0","102090","0"
"2031","19840724","5","6.1","211","19.3","18.2","12.8","0.2","102090","0"
"2032","19840725","6","0.9","111","24.3","16","12.6","2.3","102110","0"
"2033","19840726","6","5.3","197","30.6","18","11.6","0","102630","0"
"2034","19840727","5","6.1","209","30.6","21.6","12.5","0","102720","0"
"2035","19840728","2","13.9","310","28.4","23.2","15.7","0","102290","0"
"2036","19840729","2","11.9","285","28.9","20.5","12.6","0","101640","0"
"2037","19840730","7","5.3","194","25.5","23.4","18","1.2","100700","0"
"2038","19840731","5","6.9","217","25.3","20.8","16.2","0","100980","0"
"2039","19840801","4","11.9","282","22.2","18.4","11.5","1.9","102110","0"
"2040","19840802","7","4.7","182","22.8","18.4","14.6","0.9","101360","0"
"2041","19840803","6","8.7","239","19.8","19.4","16","10.6","101240","0"
"2042","19840804","6","2.9","149","19.8","17","14.1","2.6","101260","0"
"2043","19840805","6","4.3","173","22.8","16.6","13.5","0","101950","0"
"2044","19840806","6","9.7","249","19.5","16.2","9.5","0.2","102260","0"
"2045","19840807","7","4.4","173","21.5","17","14.6","0.6","101850","0"
"2046","19840808","6","3.3","154","24","16.4","11.4","0","102260","0"
"2047","19840809","3","10.4","254","19.8","18.3","12.6","0","102600","0"
"2048","19840810","5","2.3","134","23.1","16.6","13.3","0","102550","0"
"2049","19840811","2","12","271","23.6","15.8","8.5","0","102150","0"
"2050","19840812","3","8.5","227","24.5","17.3","11","0","102070","0"
"2051","19840813","6","4.3","166","26.5","20.2","16","0","101840","0"
"2052","19840814","6","5.8","188","26.2","20.6","14.8","0","101730","0"
"2053","19840815","5","6.5","196","24.9","20.4","14.7","9.1","101790","0"
"2054","19840816","5","4.4","165","24.3","19.4","13.9","0","101910","0"
"2055","19840817","3","6.2","190","25.9","19.2","14","0","102170","0"
"2056","19840818","5","8.5","219","28.8","19.4","12.9","0","102330","0"
"2057","19840819","4","11.5","253","29.7","21.2","13.5","0","102290","0"
"2058","19840820","0","11.7","254","29.8","22","14.3","0","101970","0"
"2059","19840821","2","11","245","23.9","23.6","17.3","0","101470","0"
"2060","19840822","6","1.6","110","27","20.6","17.2","0","101070","0"
"2061","19840823","5","2.7","130","23.9","20.8","14.5","0.8","100850","0"
"2062","19840824","8","0.1","68","23.7","20.8","17.7","1.1","100960","0"
"2063","19840825","4","6.7","187","23.5","20","16.3","0","101560","0"
"2064","19840826","3","5.7","172","26.5","18.4","13.3","0","101770","0"
"2065","19840827","4","5","161","26.2","20.5","14.5","0","101910","0"
"2066","19840828","3","7.7","195","26.3","20.7","15.2","0","102020","0"
"2067","19840829","6","5.3","163","26.9","20.3","14.3","0","101880","0"
"2068","19840830","6","6.9","183","25","21.8","16.8","0","101600","0"
"2069","19840831","5","6.4","175","24.4","21.6","18.2","0","101660","0"
"2070","19840901","4","4.7","145","25.3","20.2","15.9","0","101720","0"
"2071","19840902","4","7.1","174","25.4","18.8","12.4","0","101390","0"
"2072","19840903","6","7.4","176","16.3","21","16.5","3.3","101030","0"
"2073","19840904","6","0.3","67","16.6","15.4","14.4","0","100780","0"
"2074","19840905","4","6.3","160","17.4","11.6","6.7","0","101890","0"
"2075","19840906","6","0.8","78","16.6","13.6","9.7","0","102340","0"
"2076","19840907","6","1.3","87","19.4","12.8","9","0","102170","0"
"2077","19840908","7","1.8","95","21.2","14.3","9.2","0.1","101580","0"
"2078","19840909","6","3.9","125","16.8","17.4","13.5","4.5","100130","0"
"2079","19840910","6","0.8","75","22.1","13.6","10.3","0","100860","0"
"2080","19840911","6","1.5","87","22.4","16.2","10.2","0","101330","0"
"2081","19840912","5","1.6","88","21.5","17","11.7","0","101810","0"
"2082","19840913","6","2.5","101","19","17","12.6","4.3","101570","0"
"2083","19840914","7","2.8","105","17.2","16.7","14.4","2.5","100990","0"
"2084","19840915","7","2.9","105","18.6","15.2","13.1","0","101590","0"
"2085","19840916","7","0","47","16","16","13.4","1.4","101780","0"
"2086","19840917","7","0.1","52","18.1","14.5","13","4.5","100900","0"
"2087","19840918","5","5.4","132","18.4","13.7","9.3","0","100900","0"
"2088","19840919","7","2","88","17.6","15.2","11.9","13.2","100970","0"
"2089","19840920","6","1","71","15.2","14.9","12.2","21.8","100390","0"
"2090","19840921","5","6.2","136","16.7","11.6","8","6.5","100160","0"
"2091","19840922","5","5.4","126","12.7","12.8","9","0.2","99860","0"
"2092","19840923","5","1.1","70","13.6","10.1","7.5","0.5","99680","0"
"2093","19840924","6","1.9","81","16","11","8.4","1.7","100430","0"
"2094","19840925","5","2.3","86","17.6","10.9","5.8","0","101160","0"
"2095","19840926","3","9","154","18.1","12","6.4","0","101120","0"
"2096","19840927","6","0.1","45","20.5","13","8","0","101270","0"
"2097","19840928","5","4.7","110","19.2","16.8","13.2","6","100690","0"
"2098","19840929","4","7.8","139","17","16.4","13.5","2.9","100740","0"
"2099","19840930","5","5.4","115","16.4","14.4","11.8","0","100540","0"
"2100","19841001","5","6.9","127","15.7","10.6","4.8","0","100070","0"
"2101","19841002","4","3.6","94","15.1","11.1","6.5","7.8","99730","0"
"2102","19841003","5","3.1","87","16.1","11.4","7.6","0.5","99770","0"
"2103","19841004","6","6.6","120","13.4","11.4","6.7","2.1","99730","0"
"2104","19841005","8","0","36","14.5","11.8","10.3","36","100070","0"
"2105","19841006","3","6.4","115","15","10.8","7.1","0","101790","0"
"2106","19841007","6","0.5","48","19.8","9.9","4.8","0.9","102460","0"
"2107","19841008","8","0.7","51","17.8","14.8","9.7","0","102130","0"
"2108","19841009","8","0.3","43","14.9","16","14.2","5.9","102310","0"
"2109","19841010","7","0","33","17","13","11.2","0.2","102430","0"
"2110","19841011","4","6.3","107","17.9","11","5.1","0","102520","0"
"2111","19841012","6","6.3","106","15.4","13.2","8.6","0","102640","0"
"2112","19841013","7","0.1","35","18.8","13.2","11.1","0","102660","0"
"2113","19841014","2","9.1","124","14.3","14.2","9.5","0","102910","0"
"2114","19841015","6","0.1","34","15.5","10.6","6.9","0","102930","0"
"2115","19841016","7","0","30","14.4","13.3","11.1","0","102520","0"
"2116","19841017","8","0.1","33","15.4","13","11.5","2.5","101390","0"
"2117","19841018","6","3.5","74","15","13.8","12.1","1.5","99710","0"
"2118","19841019","6","0.1","32","13.9","13.4","11.7","3.7","99200","0"
"2119","19841020","2","8.2","108","15.8","11.2","8.5","0","100430","0"
"2120","19841021","5","4.3","78","16.6","10.2","4.7","5.8","101800","0"
"2121","19841022","8","0","27","13.9","12.4","8.1","5.5","100770","0"
"2122","19841023","6","2.6","61","15.8","12.2","10.6","0","101240","0"
"2123","19841024","7","0","26","15","11","6.2","8.1","100690","0"
"2124","19841025","5","1.9","53","12","13.2","11.4","0","99880","0"
"2125","19841026","3","4.3","72","13.5","8.3","4.6","0","101240","0"
"2126","19841027","2","7.6","94","16.3","7","0.6","1","102160","0"
"2127","19841028","8","0","24","18.4","8.7","1.1","1.3","102010","0"
"2128","19841029","7","0.3","31","18.4","14.8","11.3","0","102200","0"
"2129","19841030","5","4.5","69","17.6","15.9","13.4","0","102080","0"
"2130","19841031","5","3.8","63","18.3","14.8","12.1","0","101980","0"
"2131","19841101","4","7.3","85","17.3","14.4","10.5","0","101380","0"
"2132","19841102","5","4.1","64","11.9","14.2","11","7.8","100790","0"
"2133","19841103","3","8.1","87","11.2","8.8","5.8","0.2","101220","0"
"2134","19841104","4","5.5","71","9","7.8","4.5","0","101050","0"
"2135","19841105","7","1","36","11","7.5","6","6","100560","0"
"2136","19841106","7","0","21","13.9","8.6","6.2","0.9","99940","0"
"2137","19841107","6","2.5","48","16","10.4","6.9","0.6","100240","0"
"2138","19841108","7","1.7","41","15.6","12.8","9.7","1.8","99940","0"
"2139","19841109","8","0.5","28","14.3","12.1","8.6","0.7","100000","0"
"2140","19841110","5","6.6","71","15","12","9.8","0","101110","0"
"2141","19841111","7","0.4","26","15.7","10.4","5.7","0","101400","0"
"2142","19841112","7","0.6","28","11","13","10.2","6.8","100640","0"
"2143","19841113","8","0","18","12.3","9.6","8.1","0.1","100780","0"
"2144","19841114","7","0.8","29","4.5","10.4","8.5","0","99980","0"
"2145","19841115","4","0","18","7.9","3","1.4","0","99980","0"
"2146","19841116","7","0","17","6.6","4.8","1.6","7.6","99590","0"
"2147","19841117","8","0","17","8.5","5","3.3","0.8","99960","0"
"2148","19841118","7","3.2","45","8.7","6.8","5","0.2","99770","0"
"2149","19841119","6","4.5","52","11.9","6.8","5","0","100190","0"
"2150","19841120","5","3.1","43","13.4","6.4","0.9","4.4","100660","0"
"2151","19841121","6","4.3","50","12.7","8.4","3.5","7.5","99970","0"
"2152","19841122","7","0","16","14.7","10.5","8.3","11.8","98810","0"
"2153","19841123","6","0.4","22","12.9","11.4","8.2","4.6","98560","0"
"2154","19841124","3","3.5","44","10.2","10.4","8","0.7","99910","0"
"2155","19841125","3","2.7","39","9.5","8","5.9","1.2","101020","0"
"2156","19841126","1","7.5","62","11.8","5.2","0.9","0","102260","0"
"2157","19841127","8","0","15","13.6","6.8","1.7","0.4","101980","0"
"2158","19841128","5","4.1","45","12.5","11.4","9.3","1.4","101150","0"
"2159","19841129","5","0.1","17","13.7","11.1","9.7","0.2","101000","0"
"2160","19841130","5","2.9","38","13.6","10.8","8","4.1","100050","0"
"2161","19841201","6","0.7","21","9.1","11.2","8.8","0.4","99820","0"
"2162","19841202","7","0","13","10.1","7.8","6.6","6","100600","0"
"2163","19841203","7","0","13","11.2","7.6","5","1.9","100930","0"
"2164","19841204","6","0.5","19","11.5","9","6.7","0.4","101760","0"
"2165","19841205","8","0","13","9.5","10.2","9","9.8","101730","0"
"2166","19841206","5","3.3","36","11.4","7.8","6.2","0","102330","0"
"2167","19841207","4","4.5","41","9.7","8.1","4.8","0","102850","0"
"2168","19841208","7","0.2","16","9","6.1","2.5","0.7","102720","0"
"2169","19841209","4","6.3","48","7.8","5.9","2.8","0","103260","0"
"2170","19841210","3","3.1","34","5.1","4.8","1.7","0.1","103190","0"
"2171","19841211","0","0","12","7.5","2.4","-0.3","0.1","102780","0"
"2172","19841212","7","1.3","24","9","3.8","0","0","101890","0"
"2173","19841213","8","0","12","9.1","6","3","4.8","100710","0"
"2174","19841214","7","1","22","8","6.2","3.4","0.9","100930","0"
"2175","19841215","6","3.4","35","6.7","5.3","2.6","9.4","101420","0"
"2176","19841216","7","0.2","15","9.7","4","1.3","2.6","101160","0"
"2177","19841217","7","0","12","8.9","5.4","1","1.5","100780","0"
"2178","19841218","4","5.5","44","11.2","3.7","-1.5","1","101310","0"
"2179","19841219","7","1.3","23","12.3","5.4","-0.3","1.6","101580","0"
"2180","19841220","7","0","12","7.6","10.2","8","0.2","101390","0"
"2181","19841221","4","5.5","44","10.5","4.6","1.5","0","102710","0"
"2182","19841222","7","0","12","12.6","6.1","1.7","3.1","102600","0"
"2183","19841223","8","0","12","8.6","8","3.5","0.9","101580","0"
"2184","19841224","5","0.4","17","7.5","8.2","7.9","0.9","101030","0"
"2185","19841225","4","0.5","18","4.5","3.2","-1","4.1","101170","0"
"2186","19841226","3","5.5","44","4.5","1.8","-0.8","0","100540","0"
"2187","19841227","4","4.4","40","3","2.2","-0.2","0","101730","0"
"2188","19841228","","0.3","16","5.7","1.7","0.4","0","103290","0"
"2189","19841229","7","0.1","14","7","2","-1.6","5.1","103800","0"
"2190","19841230","8","0","13","8.6","2.8","-1.3","1.2","103670","0"
"2191","19841231","5","1.3","24","5.4","7.1","5.6","0","103040","0"
"2192","19850101","3","4.4","41","3.6","4","2.7","0","102100","0"
"2193","19850102","5","3","34","3.4","2.2","0.7","0","101840","0"
"2194","19850103","7","0","13","3.5","2","0.6","0","101700","0"
"2195","19850104","6","1","23","0.3","1.4","-0.6","0.2","101500","0"
"2196","19850105","3","3.7","38","3.6","-1.2","-2.7","2","101780","0"
"2197","19850106","3","1.4","26","-1.7","-0.8","-5.1","1","101370","4"
"2198","19850107","4","5","45","-1","-3.1","-4.5","0","101760","1"
"2199","19850108","7","0","13","2.2","-4","-7.1","0","101950","1"
"2200","19850109","5","0.9","23","3.5","-1.2","-4.6","0","101620","1"
"2201","19850110","5","0.3","18","2.7","-0.2","-3.9","0","102380","0"
"2202","19850111","5","0.9","24","4.1","0.1","-2.5","0","103020","0"
"2203","19850112","7","2.2","33","-0.6","0.6","-2.8","0.9","102920","0"
"2204","19850113","6","0","14","0.9","-1.3","-2","0.1","102840","0"
"2205","19850114","7","0","14","-1.2","-1.4","-3.6","0.4","102910","0"
"2206","19850115","6","2.7","37","-4","-2.2","-3.3","0.1","102510","1"
"2207","19850116","8","0","15","0.6","-5.2","-6.5","0","102360","1"
"2208","19850117","4","2.1","34","2","-3.6","-7.7","0","101250","1"
"2209","19850118","8","0","15","1.8","-3","-8","0","100400","1"
"2210","19850119","8","0","16","6.6","0.9","0","0","100850","0"
"2211","19850120","8","0","16","10.1","3.1","-0.4","5.8","100140","0"
"2212","19850121","8","0","16","5","5.4","0.7","7.7","98480","0"
"2213","19850122","3","7.5","66","4.9","2.9","0.8","0","98980","0"
"2214","19850123","3","6.4","62","8.2","2","-0.8","0","100280","0"
"2215","19850124","5","0.1","19","7.7","2.7","-2.8","4","100600","0"
"2216","19850125","7","0","17","4.6","4","0.2","11.8","99560","0"
"2217","19850126","6","0","17","6.1","4","3.5","0.3","99700","0"
"2218","19850127","6","0","18","9.8","0.8","-4.6","1.5","101060","0"
"2219","19850128","5","2.9","45","11.4","3.9","-2","1.5","100550","0"
"2220","19850129","8","0","18","10.9","7.2","2.9","3.5","101410","0"
"2221","19850130","5","1.1","33","11.7","6.6","2.4","0.5","102220","0"
"2222","19850131","7","1.3","35","13.3","8","4.2","0","101630","0"
"2223","19850201","7","2.3","44","12.7","11","8.7","0","101850","0"
"2224","19850202","7","1.8","40","10.5","9.7","6.7","0","102160","0"
"2225","19850203","7","0","20","10.7","8.4","6.2","0.1","102800","0"
"2226","19850204","6","1.2","36","8.8","9.3","7.9","0","102360","0"
"2227","19850205","5","3.3","54","11.6","5.2","1.5","0","101520","0"
"2228","19850206","7","0.4","29","4.4","7.2","2.8","2.1","101700","0"
"2229","19850207","8","0","21","3.3","4.3","4.2","5.7","101630","0"
"2230","19850208","8","0","22","0","3.2","3","13.6","100310","0"
"2231","19850209","8","0","22","-1.8","-0.2","-0.5","4.2","100510","4"
"2232","19850210","5","6.3","79","-0.5","-2.6","-3.3","0","100860","5"
"2233","19850211","1","8.1","92","0.3","-2.6","-4.6","0","100910","5"
"2234","19850212","1","7.6","90","-1","-2.6","-5.6","0","100790","4"
"2235","19850213","5","0.1","27","2","-4.1","-7.2","0","100870","4"
"2236","19850214","4","3.9","67","-0.2","-2.5","-7","0","101540","4"
"2237","19850215","5","4.2","70","3.7","-1.9","-3.6","0","102600","4"
"2238","19850216","3","8.5","101","4.7","-0.4","-4.6","0","102960","4"
"2239","19850217","4","5.6","83","4.1","1.2","-2.3","0","102750","0"
"2240","19850218","4","7.3","96","4","0.9","-2.3","0","103240","0"
"2241","19850219","5","3.8","71","5.3","-1.2","-6.4","0","103490","0"
"2242","19850220","8","0","27","4.9","1.2","-3","0.1","103530","0"
"2243","19850221","8","0","28","4.8","3.2","1.6","0","103290","0"
"2244","19850222","8","0","28","11.6","3.5","2.2","0","103440","0"
"2245","19850223","5","5","86","14","6","0.5","0","103130","0"
"2246","19850224","6","6.7","100","11.1","7.7","1.4","0","103120","0"
"2247","19850225","6","0","30","12.7","6","0.9","0","102410","0"
"2248","19850226","5","1.8","59","12.1","6.2","-0.3","0.1","102480","0"
"2249","19850227","4","0.4","40","8.2","7","1.9","0","102760","0"
"2250","19850228","4","0","31","11.7","6.4","4.6","3.9","102450","0"
"2251","19850301","7","2","69","9.2","6.8","2","1.9","101320","0"
"2252","19850302","5","1.6","65","9.6","5","0.7","1.3","100960","0"
"2253","19850303","7","0","36","9.8","7.2","4.8","3.6","100380","0"
"2254","19850304","3","3.5","90","11.2","6.8","3.8","0","100580","0"
"2255","19850305","1","9.2","146","11.7","5.1","-1","0","102320","0"
"2256","19850306","2","8.9","145","10.4","5","-1.6","1.4","102980","0"
"2257","19850307","7","0.2","45","12.4","5.9","1.4","0.1","102870","0"
"2258","19850308","2","6","122","10.9","6.5","0.6","0","103420","0"
"2259","19850309","7","1.7","73","12.6","6.8","2.8","0","103690","0"
"2260","19850310","6","2.2","81","9.9","8.2","3.7","0.2","103600","0"
"2261","19850311","5","8","146","11.1","6.4","2.8","0","104090","0"
"2262","19850312","1","9.8","164","8.3","5","-1.1","0","103490","0"
"2263","19850313","6","0","42","9.1","3.4","-1.5","0.1","102380","0"
"2264","19850314","4","4.4","113","6.2","5.1","1.1","0","101530","0"
"2265","19850315","6","2.7","93","5.8","2.4","-1.5","4.6","100700","0"
"2266","19850316","6","3.9","110","6","2.2","-1.5","0.5","100170","0"
"2267","19850317","5","2.2","89","7.5","1.8","-2.4","0.1","101180","0"
"2268","19850318","2","10.2","180","4.9","2.8","-2","0","101910","0"
"2269","19850319","4","4.6","122","4.5","1.7","-1.5","0","101300","0"
"2270","19850320","5","4.7","125","6.9","0.6","-3.4","0","100110","0"
"2271","19850321","8","0","47","9.6","2.6","-1.8","2.9","98630","0"
"2272","19850322","7","0.8","70","7.8","5.7","1.8","2.1","98290","0"
"2273","19850323","8","0.6","67","11.5","6.4","4.9","0.1","99430","0"
"2274","19850324","6","3.2","111","9.7","7.9","4.3","0.1","99970","0"
"2275","19850325","5","0.1","55","5.8","5","0.4","1.1","100050","0"
"2276","19850326","8","0","50","8.5","5","4.2","11","99880","0"
"2277","19850327","6","2.5","104","10.1","5.4","2.2","0.1","101130","0"
"2278","19850328","5","5.6","147","10","3.9","-2.3","0","101850","0"
"2279","19850329","8","0","52","12","7","4","0.7","101060","0"
"2280","19850330","8","0","53","16","9.7","7.4","0.1","100070","0"
"2281","19850331","7","6.6","164","17.6","12.2","8.4","2.1","100520","0"
"2282","19850401","8","1.7","96","16.3","13","8.5","0.3","100470","0"
"2283","19850402","6","6.2","162","18.6","12.4","8.5","0","101460","0"
"2284","19850403","6","4.2","137","17.2","14.8","11.1","0.8","101240","0"
"2285","19850404","7","0.4","71","12.8","13.4","9.5","0.3","100130","0"
"2286","19850405","7","0.1","62","14.7","10.8","8.8","0.4","99550","0"
"2287","19850406","6","3.3","127","14","10.8","7","1.2","99840","0"
"2288","19850407","7","0.8","83","12.5","9.7","5.4","8.1","99310","0"
"2289","19850408","7","1.6","101","14.5","10","7.5","0.2","99110","0"
"2290","19850409","3","9.2","209","13.6","8.4","2.3","0.1","99970","0"
"2291","19850410","6","6.4","176","11.4","8.9","4.2","3.5","100830","0"
"2292","19850411","6","0.3","73","12.7","8.4","5.4","5","99910","0"
"2293","19850412","5","7.5","193","12.4","8.8","5","0.4","100770","0"
"2294","19850413","5","7.3","192","12.8","9.2","5.9","0.7","99920","0"
"2295","19850414","5","6.1","177","13.7","9.9","7","0","100620","0"
"2296","19850415","4","3.5","140","17.6","7.7","1.7","0","102250","0"
"2297","19850416","6","7","192","16","12.5","7.4","0","102860","0"
"2298","19850417","4","12","254","18.6","11.4","6.8","0","103120","0"
"2299","19850418","3","9.5","226","20.2","12.6","6.5","0","102860","0"
"2300","19850419","4","10.6","241","8.6","12.8","5.4","0","102020","0"
"2301","19850420","6","2","119","11.4","7.8","7.1","6.3","101390","0"
"2302","19850421","5","4.3","159","15.1","5.6","-0.1","0","101500","0"
"2303","19850422","5","9.4","231","11.5","10.2","5.4","0.1","101980","0"
"2304","19850423","5","7","200","13.1","8","4.6","0","102210","0"
"2305","19850424","2","13.1","278","9.6","6.7","0.3","0","102540","0"
"2306","19850425","6","0.3","82","12.6","7.4","5.2","0","102220","0"
"2307","19850426","4","9.3","235","11.6","5.3","-2","0","101980","0"
"2308","19850427","6","1.6","116","11","8.6","5.5","1.4","101060","0"
"2309","19850428","4","8.5","227","12.6","4.8","-1.3","2.6","101730","0"
"2310","19850429","8","0.1","76","16.8","7.8","3","1.9","101320","0"
"2311","19850430","6","4.2","166","13.4","11.7","6.6","0","101400","0"
"2312","19850501","7","6.8","207","13.5","9.7","6","0","101550","0"
"2313","19850502","5","8.8","236","10.4","10","6.4","0","101090","0"
"2314","19850503","7","0.5","93","13.3","9","7.5","0.1","101190","0"
"2315","19850504","7","1.1","110","12.9","9.8","6.3","0","100790","0"
"2316","19850505","6","3.7","162","17","9.2","5.6","0","99980","0"
"2317","19850506","3","11.7","278","19.1","10.7","4.4","0","100500","0"
"2318","19850507","5","8.3","234","15.1","13","6.9","0","101000","0"
"2319","19850508","8","1","110","15.9","12.5","9.9","0","101210","0"
"2320","19850509","5","5.2","190","13","11.6","7.4","0","101080","0"
"2321","19850510","6","0.9","108","9.6","8.4","3.7","0","101700","0"
"2322","19850511","8","0","75","12.7","8.4","7.2","0","102180","0"
"2323","19850512","8","0","76","14.5","9.3","5.9","3.5","101500","0"
"2324","19850513","7","2.4","144","11.8","11","7.4","0.4","100990","0"
"2325","19850514","7","0","77","16.3","9.9","8","35.4","100690","0"
"2326","19850515","7","1.9","134","20.8","12.8","9.3","0","101080","0"
"2327","19850516","2","11.7","288","21.4","13.2","5.7","0","101880","0"
"2328","19850517","2","7.8","236","21.3","15.3","9.2","0","102290","0"
"2329","19850518","5","6.2","212","15.8","15.4","9.5","0","102080","0"
"2330","19850519","8","0","78","19.8","13.2","10.5","0.1","101650","0"
"2331","19850520","8","2.1","141","16.4","14.8","9.9","0","101220","0"
"2332","19850521","6","3.8","174","15","14.2","12.1","14.6","100930","0"
"2333","19850522","7","2.1","142","15.8","12.6","10.2","0","100670","0"
"2334","19850523","6","3.3","166","16.9","12.4","8.9","0","100640","0"
"2335","19850524","6","4.9","195","19.6","13.4","9.8","0.3","100560","0"
"2336","19850525","7","5.1","199","20.8","15.2","10.7","1.4","101200","0"
"2337","19850526","6","5.9","212","18.1","17","13.2","3.9","100920","0"
"2338","19850527","6","1.2","123","18.6","15","11.8","5","100880","0"
"2339","19850528","4","13.3","317","19.6","14","9.4","0","101950","0"
"2340","19850529","3","14.9","337","19.1","14.2","8.8","0","102700","0"
"2341","19850530","1","15.7","348","19.7","12.8","6.5","0","102740","0"
"2342","19850531","3","13.4","320","22","13.2","6.6","0","102770","0"
"2343","19850601","1","15","339","23.5","14.1","6.2","0","102700","0"
"2344","19850602","2","14.9","338","25","16.4","9.4","0","102410","0"
"2345","19850603","2","14.2","330","24.3","17.7","10.4","0.9","101900","0"
"2346","19850604","7","3.6","178","20.4","17.8","11.2","8.2","101290","0"
"2347","19850605","8","0.8","115","14.2","17.2","14","14.8","100970","0"
"2348","19850606","8","0","80","12.5","13","11.7","12.9","100940","0"
"2349","19850607","7","0.9","118","15.7","9.9","7.3","1.6","101240","0"
"2350","19850608","5","8.9","263","18","9.8","3.9","1.1","101600","0"
"2351","19850609","7","7.1","237","17","13.9","9.8","0.4","100910","0"
"2352","19850610","5","7.5","243","16.4","12.8","8.6","0.3","101310","0"
"2353","19850611","8","0.2","94","16.6","13.2","10","10.9","101420","0"
